dir_X [deg],dir_Y [deg],normalized_mirror_response [1]
-0.0121377,0.218478,3.81242e-08
-0.0194203,0.220906,2.84906e-09
-0.0194203,0.225761,9.13549e-10
0.0072826,0.235471,0
0.00485507,0.237898,2.26917e-09
0.0267029,0.288877,0
0.0072826,0.257319,0
0.0291304,0.293732,0
-0.0801086,0.138369,0.000134814
-0.0534057,0.160217,0.000130934
-0.0509782,0.138369,7.35706e-08
-0.0412681,0.225761,1.59439e-08
-0.0145652,0.252464,0
-0.0121377,0.262174,0
-0.0169927,0.264601,0
0.0145652,0.303442,0
0.0121377,0.293732,2.08838e-05
-0.0825362,0.128659,0.000173584
-0.0631159,0.15779,1.86235e-06
-0.0606884,0.165072,1.48265e-06
-0.0606883,0.179638,9.64422e-07
-0.0485507,0.20634,5.18098e-08
-0.0412681,0.218478,1.69139e-08
-0.0339855,0.298587,0
-0.0412681,0.223333,1.50582e-08
-0.0267029,0.276739,0
-0.0291304,0.271884,0
-0.0121377,0.276739,1.43333e-09
-0.0072826,0.291304,0
-0.0072826,0.303442,0
-0.0873912,0.152935,0.000222806
-0.0825362,0.191775,1.49603e-07
-0.0703985,0.17721,5.50411e-07
-0.0801086,0.172355,1.5294e-07
-0.0752536,0.218478,3.10815e-08
-0.0606884,0.223333,3.41482e-08
-0.0461231,0.264601,0
-0.0388405,0.274311,0
-0.0485507,0.276739,0
-0.0339855,0.313152,0
-0.0242753,0.327717,0
-0.0267029,0.327717,0
-0.0946738,0.135942,9.74142e-05
-0.0801086,0.194203,5.35984e-07
-0.0752536,0.17721,5.35653e-08
-0.0873912,0.182065,3.06503e-08
-0.0703985,0.225761,1.73707e-09
-0.072826,0.208768,8.79281e-09
-0.067971,0.220906,0
-0.0534057,0.281594,0
-0.0558333,0.271884,0
-0.0606884,0.284021,0
-0.0631159,0.320434,0
-0.0534057,0.318007,0
-0.0946738,0.0995289,5.28471e-05
-0.0825362,0.145652,7.54138e-08
-0.0971014,0.172355,2.87882e-08
-0.0825362,0.237898,2.33693e-09
-0.0873912,0.20634,2.59969e-09
-0.0825362,0.237898,0
-0.0752536,0.267029,0
-0.072826,0.281594,0
-0.072826,0.310724,0
-0.0752536,0.330145,0
-0.0971014,0.14808,2.72326e-06
-0.0971014,0.17721,1.02875e-07
-0.0898188,0.179638,2.2659e-08
-0.0946738,0.242753,2.20551e-09
-0.0922463,0.220906,0
-0.0898188,0.237898,0
-0.0922463,0.284021,0
-0.0946738,0.284021,0
-0.0946738,0.284021,0
-0.0898188,0.330145,0
-0.101956,0.332572,6.55593e-05
-0.0849637,0.330145,0
-0.0995289,0.14808,1.02624e-05
-0.109239,0.150507,4.41751e-08
-0.106811,0.182065,2.73668e-08
-0.104384,0.211195,0
-0.104384,0.228188,0
-0.106811,0.301014,0
-0.109239,0.281594,0
-0.111667,0.271884,0
-0.118949,0.322862,0
-0.109239,0.332572,0
-0.111667,0.327717,0
-0.101956,0.135942,3.97609e-06
-0.121377,0.184493,8.63094e-10
-0.118949,0.182065,1.52841e-08
-0.114094,0.17721,1.66693e-09
-0.114094,0.220906,0
