dir_X [deg],dir_Y [deg],normalized_mirror_response [1]
0.218478,-0.276739,2.72521e-08
-0.116522,-0.0558333,0
0.0315579,0.0145652,0
0.118949,-0.0436956,0
0.201485,-0.233043,3.54558e-08
0.111667,-0.036413,9.54132e-09
0.228188,-0.264601,9.29089e-05
0.111667,-0.0412681,4.68131e-08
0.189348,-0.101956,1.1152e-06
0.230616,-0.128659,0
0.143225,-0.0825362,1.80736e-06
0.191775,-0.0995289,6.8239e-06
0.235471,-0.128659,0
-0.123804,-0.067971,0
0.233043,-0.131087,0
0.271884,-0.162645,0
0.276739,-0.160217,0
0.310724,-0.18692,2.31129e-08
0.318007,-0.18692,3.43797e-08
0.0995289,-0.0121377,0
0.111667,-0.0072826,0
-0.131087,-0.0752536,0
0.0946738,0,0
0.0898188,0.0242753,7.38467e-08
0.201485,-0.0145652,1.179e-08
0.223333,-0.0315579,1.07275e-08
0.318007,-0.0655434,1.7199e-06
0.330145,-0.0631159,1.37076e-07
0.269456,-0.0485507,2.26797e-08
0.267029,-0.0485507,3.09064e-08
0.0849637,0.0169927,0
0.361703,-0.067971,8.76921e-08
0.106811,0.0242753,0
0.111667,0.0291304,0
0.116522,0.0218478,0
-0.135942,-0.0752536,2.94346e-08
0.19663,0.0339855,3.14711e-08
0.194203,0.0315579,4.45791e-08
0.305869,0.0291304,5.02115e-08
0.211195,0.0315579,4.19426e-08
0.118949,0.0267029,3.23744e-08
-0.211195,-0.0971014,2.71306e-08
0.301014,0.0315579,1.91382e-08
0.0655434,0.0291304,0
0.293732,0.036413,4.84728e-08
0.315579,0.0412681,3.50557e-08
0.388405,0.0436956,0
0.131087,0.0461231,0
0.067971,0.0291304,0
0.131087,0.0534057,0
0.247608,0.0995289,3.57521e-08
0.131087,0.0655434,1.41006e-08
0.322862,0.14808,2.08526e-08
-0.225761,-0.116522,1.1956e-07
0.320434,0.160217,2.10022e-08
0.223333,0.101956,2.95296e-08
0.235471,0.116522,1.75637e-08
0.330145,0.165072,0
0.067971,0.0412681,0
0.0752536,0.104384,0
0.101956,0.0873912,0
0.140797,0.111667,0
0.155362,0.155362,2.57743e-08
0.0898188,0.0752536,0
0.0946738,0.0801086,0
0.14808,0.118949,8.94958e-09
0.162645,0.155362,2.69559e-08
0.220906,0.20634,1.29657e-08
0.288877,0.240326,2.50323e-08
0.296159,0.267029,2.31765e-08
-0.301014,-0.140797,8.01298e-08
0.0485507,0.0655434,0
0.0582608,0.106811,0
0.0631159,0.0971014,0
0.230616,0.218478,3.20056e-08
0.067971,0.106811,0
0.072826,0.101956,4.55835e-08
0.0825362,0.14808,1.94626e-08
-0.313152,-0.15779,7.93985e-08
0.123804,0.194203,1.58156e-08
0.150507,0.269456,1.21476e-08
0.138369,0.298587,1.86234e-08
0.109239,0.203913,1.68537e-08
0.131087,0.242753,1.54365e-08
0.155362,0.284021,2.83937e-08
0.18692,0.332572,1.54017e-08
0.0534057,0.118949,0
0.0388405,0.101956,0
-0.398116,-0.17721,4.18614e-08
0.0412681,0.223333,1.67196e-08
0.0412681,0.067971,0
0.0412681,0.165072,3.20917e-08
0.0388405,0.145652,5.43066e-09
0.0509782,0.271884,3.30176e-08
0.0534057,0.257319,3.00909e-08
0.0461231,0.213623,3.79462e-08
0.0558333,0.310724,3.21255e-08
-0.00971014,0.0849637,0
0.0534057,0.308297,2.90478e-08
0.00971014,0.0898188,0
0.00242753,0.111667,0
0.0582608,0.349565,2.72857e-08
0.0242753,-0.0703985,0.000542975
0.0072826,0.138369,2.0143e-08
-0.00242753,0.155362,2.86657e-08
-0.0291304,0.254891,3.18296e-08
-0.0388405,0.259746,3.36632e-08
-0.0315579,0.213623,3.63719e-08
0.0315579,0.0121377,0
-0.0582608,0.301014,3.52962e-08
-0.0631159,0.303442,3.18114e-08
-0.00242753,-0.0145652,0.00191229
-0.0509782,0.361703,3.46877e-08
-0.0267029,-0.0242753,7.11089e-09
-0.0194203,0.0655434,0
-0.00971014,0.0655434,0
-0.0922463,0.140797,0
-0.0703985,0.160217,3.42167e-08
-0.140797,0.247608,2.18699e-08
-0.067971,0.179638,1.93436e-08
-0.0752536,0.138369,0
-0.138369,0.228188,2.45319e-08
8.91832e-19,-0.0145652,5.75213e-05
-0.131087,0.262174,4.41598e-08
-0.179638,0.279166,2.72381e-08
-0.00485507,0.0485507,0
-0.072826,0.0582608,0
-0.0631159,0.0631159,0
-0.0873912,0.0995289,1.57321e-08
-0.0946738,0.0922463,8.95922e-09
