dir_X [deg],dir_Y [deg],normalized_mirror_response [1]
0.218478,-0.276739,7.9184e-09
-0.116522,-0.0558333,0
0.0315579,0.0145652,0.00013711
0.118949,-0.0436956,0
0.201485,-0.233043,8.97231e-09
0.111667,-0.036413,0
0.228188,-0.264601,0.000101019
0.111667,-0.0412681,0
0.189348,-0.101956,0
0.230616,-0.128659,0
0.143225,-0.0825362,2.46826e-09
0.191775,-0.0995289,0
0.235471,-0.128659,0
-0.123804,-0.067971,0
0.233043,-0.131087,0
0.271884,-0.162645,2.45289e-07
0.276739,-0.160217,5.55857e-07
0.310724,-0.18692,2.05451e-08
0.318007,-0.18692,1.81568e-08
0.0995289,-0.0121377,4.37199e-06
0.111667,-0.0072826,1.42246e-05
-0.131087,-0.0752536,0
0.0946738,0,0.000192483
0.0898188,0.0242753,0.000307132
0.201485,-0.0145652,0
0.223333,-0.0315579,0
0.318007,-0.0655434,0
0.330145,-0.0631159,1.19924e-08
0.269456,-0.0485507,3.69643e-09
0.267029,-0.0485507,3.69643e-09
0.0849637,0.0169927,0.00100101
0.361703,-0.067971,8.70178e-09
0.106811,0.0242753,0.000103114
0.111667,0.0291304,2.34618e-05
0.116522,0.0218478,1.4685e-05
-0.135942,-0.0752536,3.32078e-09
0.19663,0.0339855,5.56828e-09
0.194203,0.0315579,1.81439e-08
0.305869,0.0291304,4.87339e-08
0.211195,0.0315579,5.74512e-09
0.118949,0.0267029,2.27019e-08
-0.211195,-0.0971014,4.10774e-09
0.301014,0.0315579,1.10728e-07
0.0655434,0.0291304,0.00175346
0.293732,0.036413,1.69465e-08
0.315579,0.0412681,2.37329e-08
0.388405,0.0436956,0.00105712
0.131087,0.0461231,0
0.067971,0.0291304,0.00164258
0.131087,0.0534057,3.79484e-07
0.247608,0.0995289,5.08681e-09
0.131087,0.0655434,4.34893e-07
0.322862,0.14808,2.42953e-09
-0.225761,-0.116522,5.14686e-09
0.320434,0.160217,3.51306e-09
0.223333,0.101956,0
0.235471,0.116522,0
0.330145,0.165072,0.00207557
0.067971,0.0412681,0.00221433
0.0752536,0.104384,0.00139524
0.101956,0.0873912,3.08893e-07
0.140797,0.111667,8.96498e-08
