dir_X [deg],dir_Y [deg],normalized_mirror_response [1]
0.218478,-0.276739,1.16627e-08
-0.116522,-0.0558333,0.00253142
0.0315579,0.0145652,0
0.118949,-0.0436956,2.0729e-07
0.201485,-0.233043,1.4149e-08
0.111667,-0.036413,0
0.228188,-0.264601,0
0.111667,-0.0412681,0
0.189348,-0.101956,0
0.230616,-0.128659,0
0.143225,-0.0825362,6.37342e-08
0.191775,-0.0995289,0
0.235471,-0.128659,0
-0.123804,-0.067971,0.00167853
0.233043,-0.131087,0
0.271884,-0.162645,0
0.276739,-0.160217,0
0.310724,-0.18692,1.45357e-08
0.318007,-0.18692,1.85385e-08
0.0995289,-0.0121377,0
0.111667,-0.0072826,0
-0.131087,-0.0752536,0.00160785
0.0946738,0,0
0.0898188,0.0242753,0
0.201485,-0.0145652,4.61439e-09
0.223333,-0.0315579,3.00405e-09
0.318007,-0.0655434,8.06845e-09
0.330145,-0.0631159,2.25298e-08
0.269456,-0.0485507,7.17949e-09
0.267029,-0.0485507,7.10908e-09
0.0849637,0.0169927,0
0.361703,-0.067971,1.48758e-08
0.106811,0.0242753,0
0.111667,0.0291304,0
0.116522,0.0218478,0
-0.135942,-0.0752536,9.70698e-06
0.19663,0.0339855,2.05718e-08
0.194203,0.0315579,3.04817e-08
0.305869,0.0291304,2.25044e-08
0.211195,0.0315579,1.84295e-08
0.118949,0.0267029,1.67953e-08
-0.211195,-0.0971014,6.56261e-07
0.301014,0.0315579,1.28047e-08
0.0655434,0.0291304,0
0.293732,0.036413,2.53352e-08
0.315579,0.0412681,2.54897e-08
0.388405,0.0436956,0
0.131087,0.0461231,0
0.067971,0.0291304,0
0.131087,0.0534057,0
0.247608,0.0995289,1.88097e-08
0.131087,0.0655434,1.17031e-08
0.322862,0.14808,1.91429e-08
-0.225761,-0.116522,1.92014e-08
0.320434,0.160217,2.37726e-08
0.223333,0.101956,2.35323e-08
0.235471,0.116522,1.29509e-08
0.330145,0.165072,0
0.067971,0.0412681,0
0.0752536,0.104384,0
0.101956,0.0873912,0
0.140797,0.111667,0
0.155362,0.155362,1.59471e-08
0.0898188,0.0752536,0
0.0946738,0.0801086,0
0.14808,0.118949,1.2656e-08
0.162645,0.155362,8.59051e-09
0.220906,0.20634,1.62786e-08
0.288877,0.240326,2.06322e-08
0.296159,0.267029,1.67812e-08
-0.301014,-0.140797,1.39634e-08
0.0485507,0.0655434,0
0.0582608,0.106811,0
0.0631159,0.0971014,0
0.230616,0.218478,2.49863e-08
0.067971,0.106811,0
0.072826,0.101956,1.91618e-08
0.0825362,0.14808,2.08213e-08
-0.313152,-0.15779,2.03489e-08
0.123804,0.194203,1.30425e-08
0.150507,0.269456,1.14977e-08
0.138369,0.298587,1.50822e-08
0.109239,0.203913,1.30265e-08
0.131087,0.242753,2.25835e-08
0.155362,0.284021,1.80019e-08
0.18692,0.332572,1.41764e-08
0.0534057,0.118949,0
0.0388405,0.101956,0
-0.398116,-0.17721,2.36586e-08
0.0412681,0.223333,2.73194e-08
0.0412681,0.067971,0
0.0412681,0.165072,1.29068e-08
0.0388405,0.145652,7.15508e-09
0.0509782,0.271884,1.94593e-08
0.0534057,0.257319,1.65205e-08
0.0461231,0.213623,1.67189e-08
0.0558333,0.310724,2.7557e-08
-0.00971014,0.0849637,0
0.0534057,0.308297,1.62774e-08
0.00971014,0.0898188,0
0.00242753,0.111667,0
0.0582608,0.349565,1.80102e-08
0.0242753,-0.0703985,8.968e-07
0.0072826,0.138369,1.35596e-08
-0.00242753,0.155362,2.17142e-08
-0.0291304,0.254891,1.83654e-08
-0.0388405,0.259746,1.94184e-08
-0.0315579,0.213623,1.70812e-08
