dir_X [deg],dir_Y [deg],normalized_mirror_response [1]
0.218478,-0.276739,1.84604e-09
-0.116522,-0.0558333,0
0.0315579,0.0145652,0.000102949
0.118949,-0.0436956,0
0.201485,-0.233043,0
0.111667,-0.036413,0
0.228188,-0.264601,1.08767e-05
0.111667,-0.0412681,0
0.189348,-0.101956,0
0.230616,-0.128659,0
0.143225,-0.0825362,0
0.191775,-0.0995289,0
0.235471,-0.128659,0
-0.123804,-0.067971,0
0.233043,-0.131087,0
0.271884,-0.162645,0
0.276739,-0.160217,0
0.310724,-0.18692,0
0.318007,-0.18692,0
0.0995289,-0.0121377,1.20345e-05
0.111667,-0.0072826,5.83595e-06
-0.131087,-0.0752536,0
0.0946738,0,7.15832e-05
0.0898188,0.0242753,6.76944e-05
0.201485,-0.0145652,0
0.223333,-0.0315579,0
0.318007,-0.0655434,0
0.330145,-0.0631159,0
0.269456,-0.0485507,0
0.267029,-0.0485507,0
0.0849637,0.0169927,0.000311844
0.361703,-0.067971,0
0.106811,0.0242753,1.11434e-05
0.111667,0.0291304,1.35105e-05
0.116522,0.0218478,1.06183e-05
-0.135942,-0.0752536,1.58204e-09
0.19663,0.0339855,7.90678e-09
0.194203,0.0315579,2.72314e-08
0.305869,0.0291304,1.28015e-09
0.211195,0.0315579,2.73701e-09
0.118949,0.0267029,7.56498e-09
-0.211195,-0.0971014,0
0.301014,0.0315579,9.53353e-10
0.0655434,0.0291304,0.0012887
0.293732,0.036413,0
0.315579,0.0412681,2.66832e-09
0.388405,0.0436956,0.000898903
0.131087,0.0461231,9.02112e-08
0.067971,0.0291304,0.00144896
0.131087,0.0534057,8.46936e-07
0.247608,0.0995289,0
0.131087,0.0655434,1.35231e-06
0.322862,0.14808,2.31489e-09
-0.225761,-0.116522,3.71407e-09
0.320434,0.160217,2.65678e-09
0.223333,0.101956,0
0.235471,0.116522,2.78289e-09
0.330145,0.165072,0.00348286
0.067971,0.0412681,0.00285863
0.0752536,0.104384,0.000141444
0.101956,0.0873912,0
0.140797,0.111667,0
0.155362,0.155362,4.04837e-09
0.0898188,0.0752536,1.26329e-05
0.0946738,0.0801086,7.32225e-06
0.14808,0.118949,3.41131e-09
0.162645,0.155362,0
0.220906,0.20634,1.05093e-09
0.288877,0.240326,2.5869e-08
0.296159,0.267029,4.68339e-08
-0.301014,-0.140797,2.64748e-09
0.0485507,0.0655434,0.00248817
0.0582608,0.106811,0.00125673
0.0631159,0.0971014,0.000343865
0.230616,0.218478,2.63488e-09
0.067971,0.106811,0.000669127
0.072826,0.101956,2.01661e-06
0.0825362,0.14808,1.75192e-06
-0.313152,-0.15779,1.3137e-09
0.123804,0.194203,0
0.150507,0.269456,2.31397e-08
0.138369,0.298587,6.87889e-09
0.109239,0.203913,1.19883e-07
0.131087,0.242753,2.26447e-09
0.155362,0.284021,2.21007e-07
0.18692,0.332572,2.81127e-07
0.0534057,0.118949,0.000835209
0.0388405,0.101956,6.72763e-05
-0.398116,-0.17721,1.13862e-09
0.0412681,0.223333,1.08065e-09
0.0412681,0.067971,0.00014259
0.0412681,0.165072,5.75997e-07
0.0388405,0.145652,2.67402e-07
0.0509782,0.271884,0
0.0534057,0.257319,5.84133e-09
0.0461231,0.213623,1.46749e-09
0.0558333,0.310724,1.05668e-08
-0.00971014,0.0849637,0.000284815
0.0534057,0.308297,2.25197e-09
0.00971014,0.0898188,7.92722e-08
0.00242753,0.111667,0.000154604
0.0582608,0.349565,4.32624e-08
0.0242753,-0.0703985,3.55942e-06
0.0072826,0.138369,5.06592e-07
-0.00242753,0.155362,2.71217e-08
-0.0291304,0.254891,2.32735e-09
-0.0388405,0.259746,0
-0.0315579,0.213623,5.10773e-09
0.0315579,0.0121377,9.1535e-05
-0.0582608,0.301014,0
-0.0631159,0.303442,0
-0.00242753,-0.0145652,0
-0.0509782,0.361703,2.58658e-09
-0.0267029,-0.0242753,1.72549e-06
-0.0194203,0.0655434,4.44259e-05
-0.00971014,0.0655434,0
-0.0922463,0.140797,0
-0.0703985,0.160217,1.26038e-08
-0.140797,0.247608,1.32841e-09
-0.067971,0.179638,1.10316e-09
-0.0752536,0.138369,0
-0.138369,0.228188,0
8.91832e-19,-0.0145652,1.11175e-07
-0.131087,0.262174,0
-0.179638,0.279166,1.20016e-09
-0.00485507,0.0485507,0.000280914
-0.072826,0.0582608,1.81922e-08
-0.0631159,0.0631159,3.79185e-08
-0.0873912,0.0995289,0
-0.0946738,0.0922463,1.19222e-08
-0.15779,0.15779,0
-0.213623,0.179638,1.32867e-09
-0.145652,0.128659,0
-0.0849637,-0.0267029,0
-0.138369,0.160217,2.80849e-09
-0.267029,0.213623,0
-0.259746,0.211195,0
-0.189348,0.067971,0
-0.101956,0.0509782,0
-0.0145652,0.0291304,1.2591e-07
-0.106811,0.0606884,0
-0.0946738,0.0315579,0
-0.184493,0.067971,0
-0.211195,0.0873912,0
-0.0825362,-0.0267029,0
-0.201485,0.0801086,0
-0.269456,0.0922463,1.22554e-09
-0.264601,0.0825362,1.14923e-09
-0.271884,0.114094,1.22312e-09
-0.0558333,6.83738e-18,0
-0.0388405,0.00242753,0
-0.0339855,0.00242753,0
-0.298587,0.111667,4.19265e-09
-0.0582608,0.00485507,0
-0.140797,1.72421e-17,0
-0.140797,-0.00485507,0
-0.14808,-0.00242753,0
-0.160217,-0.00485507,0
-0.145652,0.00485507,0
-0.247608,-0.0121377,0
-0.0752536,-0.0291304,0
-0.160217,1.96203e-17,0
-0.376268,-0.0194203,1.23436e-09
-0.252464,-0.0121377,0
-0.0291304,-0.0072826,0
-0.0703985,-0.0291304,0
-0.235471,-0.0072826,0
-0.0169927,-0.0121377,0
-0.34471,-0.00971014,1.25743e-09
-0.123804,-0.0582608,0
-0.126232,-0.0534057,0
-0.121377,-0.0703985,0
